DiscordId;DiscordUser;WalletAddress;WhitelistRole;HolderScore;WhaleScore;WalletValue;NFTValue;NFTsMinted;NFTsBought;NFTsSold;NFTsFlipped;NFTsFlippedWithProfit
839875382115434576;R I Z E E R I Z E E#6837;4pUb8pQEUB86S9wSP3ofXkWPniKNgBDMm7zSFUQQZSM7;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
955074831601270825;Royalmac#4747;6X5Rr8oAsmjwYFnf9mdG4tcYgJ1eemjVKndFLN1a3rka;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
727306154010738759;LOD#7464;EvKCg9hK4ZgX8pEn6TYBXD62wN2VAXdfFp3W15Rtu6cp;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
338521136914497546;D'Rocker#1888;8aJX8AnAGPH5a279uH2JUpzMRZVCGeGsqJa2SeGX1HmM;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
740763083177197658;Jonesbiller#1670;2FZTjzJLjVbjWM2cL5cCHfVhTGeGsepKXRutsk7R7CAQ;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
967744153125531648;Timi#8746;F2ZVRFrsK5Uewm7NALVDUSx8vE3JX64UoX88bY3k6W1T;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
925008660617396315;gracy2021#9599;8NvPfMwodGftBAZSzYVoioBALbQh2BTLx4vfUQKWrSkB;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
827539000603836466;Mile2000#0244;3wxGoHLcm9eT7GgEVY2wG7gm3oNAAcrCFsjomTnR46Yu;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
853557103012085780;Grinder😺#4840;prG4cknMbf8Pr5m4ViN4EHf47PMEuPWJB8qaUJMJJi8;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
963546977554010192;Andrewgoes88! APES PLANET NFT#4705;H8KoC9WWPEAkVxPXvZ4L3SxH74WfBpxP9TpuKUaWxdmB;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
795955617516486706;Dark North#4530;9ELWoFZXbZi9nbFtEV8rfyPXM9oZxWFjRmN76qrVRYcZ;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
769918218541596704;3litewarrior#0764;EbFoQH7kQgBFoKsJu24qfJgkvkxLceK7dYoWPrgVfzWQ;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
826928769818296391;Christopher#6566;952JKKYgFF5P3Pf6SaCEPiZhoXMnTKxHKGdPt5ZfasuS;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
955208940315091015;Babskay#6030;D28R4FAfqokC26nK4DRpZbL4qsWjs2G2CSRBJcJmH9MF;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
895701651070025729;Baste🐻#0428;myjqiJb4dDdk5GaUr4bpAKvP5y9DPHRWxJeaDvxFMye;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
963311263633539093;Mommy Rain#7140;DGZYuk2yJ8CfYephtZ7DEhor99Uz68RLF51fGSEcUUjU;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
956114297782665220;$Urchbaby#6047;axQCeLabFgjmX7xWADU79wCUZo3TJZf1DwFdG12HSLN;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
968819426902282310;oguzor Daniel#7463;3WFNKhi2o7HeuTKoHaVZU46Z81GSKofzo6ss65n5NWTg;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
757991958596812932;Simõess96#1798;8oanjAG1iLyxjZfZCc1DurfFab789M21XHbec48aG8Hr;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
965472293734207488;cisco99#8840;8uASGbWmNUL748V9pkicm4Aue1DnrWzgh16iy3SB7hbD;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
961655843567321088;Ui_Yamburger/SFX#4887;2SHC3HnaATnY9W4FeL4tzaZyEotjejCuqb6rPdpBYuJo;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
965156184246071306;kelly#5336;Fmg7DRk9RgCu8mds8HNhfQSwXEZ86LgBa7g1gSY7jjmt;Tycoon WL;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted;Redacted
